,PosSite_Di,NegSite_Di,Local-Stru,Local-Quat,Local-Qu_1,Local-Qu_2,Quaternary,Quaterna_1,GeodeticSt,Quaterna_2,FaultRecen,FaultSlipD,Earthquake,HorizGravi,HorizMagne,GravityDen,MagneticDe,Heatflow,Geochemist,Local-St_1,Local-Qu_3,Local-Qu_4,Local-Qu_5,Quaterna_3,HorizGra_1,Geodetic_1,Quaterna_4,FaultRec_1,Earthqua_1,Heatflow_E,HorizGra_2,HorizMag_1,Hillshade-,DEM-30m,Fairway
6696,10460.1352628,331.88166647,0.0,0.0,0.0,0.0,0,49,0.864744,-2.3893499,2.6133699,0.747765,1.88366,0.0030304,1.27e-05,17,14,64.0884018,-9999.0,0.0,0.0,0.0,0.0,0.1,0.34195,0.775185,0.776746,0.396798,0.352664,18.7056007,0.674817,2,180,1436,39.031601
6697,10217.4091207,471.92687898,0.0,0.0,0.0,0.0,0,48,0.872928,-2.34096,2.59302,0.747608,1.87795,0.0028572,1.28e-05,19,13,64.0767975,-9999.0,0.0,0.0,0.0,0.0,0.1,0.311751,0.775225,0.764637,0.390518,0.353051,18.6777992,0.713014,2,180,1436,38.9810982
6698,9975.0422837,678.4427151,0.0,0.0,0.0,0.0,0,47,0.872928,-2.34096,2.59302,0.747362,1.87216,0.0026931,1.3e-05,21,12,64.0688019,-9999.0,0.0,0.0,0.0,0.0,0.1,0.311751,0.775265,0.7526,0.384273,0.353442,18.6520004,0.713014,2,180,1436,38.971199
6699,9733.06159356,907.11303388,0.0,0.0,0.0,0.0,0,46,0.872928,-2.34096,2.59302,0.746906,1.87795,0.0025232,1.3e-05,22,11,64.0643997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.278702,0.775305,0.740638,0.378066,0.353051,18.6280994,0.58569,2,180,1436,38.7468987
7704,11137.5969538,862.0578032099999,0.0,0.0,0.0,0.0,0,51,0.864744,-2.3893499,2.6133699,0.745511,1.86034,0.0036289,1.18e-05,13,18,64.0847015,-9999.0,0.0,0.0,0.0,0.0,0.1,0.384829,0.774862,0.788923,0.403113,0.354241,18.7504005,0.713014,2,180,1436,39.2890015
7705,10892.7537991,693.33483587,0.0,0.0,0.0,0.0,0,50,0.864744,-2.3893499,2.6133699,0.746624,1.86034,0.003517,1.21e-05,14,16,64.0671997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.366964,0.774906,0.788923,0.403113,0.354241,18.7178993,0.738479,2,180,1436,39.1654015
7706,10648.1502971,585.903348,0.0,0.0,0.0,0.0,0,49,0.864744,-2.3893499,2.6133699,0.747559,1.87216,0.0033565,1.23e-05,15,15,64.053299,-9999.0,0.0,0.0,0.0,0.0,0.1,0.34195,0.77495,0.788923,0.403113,0.353442,18.6874008,0.738479,2,180,1436,39.0119019
7707,10403.8033513,575.19759367,0.0,0.0,0.0,0.0,0,48,0.864744,-2.3893499,2.6133699,0.74792,1.88366,0.0031715,1.25e-05,16,14,64.0406036,-9999.0,0.0,0.0,0.0,0.0,0.1,0.34195,0.774993,0.776746,0.396798,0.352664,18.6578999,0.763944,2,180,1436,39.031601
7708,10159.7314725,665.89924938,0.0,0.0,0.0,0.0,0,47,0.872928,-2.34096,2.59302,0.747917,1.87795,0.0029893,1.26e-05,18,13,64.0294037,-9999.0,0.0,0.0,0.0,0.0,0.1,0.311751,0.775037,0.764637,0.390518,0.353051,18.6298008,0.713014,2,180,1436,38.9810982
7709,9915.954972480002,825.22199976,0.0,0.0,0.0,0.0,0,46,0.872928,-2.34096,2.59302,0.7481,1.87795,0.0028183,1.28e-05,20,12,64.021698,-9999.0,0.0,0.0,0.0,0.0,0.1,0.311751,0.77508,0.7526,0.384273,0.353051,18.6035995,0.662085,2,180,1436,38.9810982
7710,9672.49618447,1021.54827955,0.0,0.0,0.0,0.0,0,45,0.872928,-2.34096,2.59302,0.74792,1.87795,0.0026427,1.29e-05,22,11,64.0177002,-9999.0,0.0,0.0,0.0,0.0,0.1,0.278702,0.775123,0.740638,0.378066,0.353051,18.5793991,0.58569,2,180,1436,38.7468987
8715,11090.345367,1043.47998893,0.0,0.0,0.0,0.0,0,51,0.864744,-2.4028499,2.6191299,0.747356,1.87216,0.0037641,1.16e-05,12,18,64.0379028,-9999.0,0.0,0.0,0.0,0.0,0.1,0.40148,0.77466,0.788923,0.403113,0.353442,18.7047005,0.763944,2,180,1436,39.3863983
8716,10844.4354294,909.07646865,0.0,0.0,0.0,0.0,0,50,0.864744,-2.4028499,2.6191299,0.748213,1.86034,0.0036635,1.18e-05,13,17,64.0206985,-9999.0,0.0,0.0,0.0,0.0,0.1,0.385275,0.774707,0.788923,0.403113,0.354241,18.6718998,0.763944,2,180,1436,39.2543983
8717,10598.7168659,830.0539527099999,0.0,0.0,0.0,0.0,0,49,0.864744,-2.4028499,2.6191299,0.748451,1.88366,0.0035077,1.2e-05,14,15,64.0072021,-9999.0,0.0,0.0,0.0,0.0,0.1,0.360973,0.774754,0.788923,0.403113,0.352664,18.6410999,0.713014,2,180,1436,39.1262016
8718,10353.2033027,822.53212884,0.0,0.0,0.0,0.0,0,48,0.864744,-2.4028499,2.6191299,0.748095,1.88366,0.0033222,1.22e-05,16,14,63.9948997,-9999.0,0.0,0.0,0.0,0.0,0.1,0.360973,0.774801,0.776746,0.396798,0.352664,18.6112995,0.687549,2,180,1436,39.1262016
8719,10107.9096775,888.32912906,0.0,0.0,0.0,0.0,0,47,0.872928,-2.3333499,2.5901301,0.74841,1.87795,0.0031359,1.24e-05,17,13,63.9841995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.330588,0.774848,0.764637,0.390518,0.353051,18.5830002,0.687549,2,180,1436,39.1435013
8720,9862.85240034,1013.26116086,0.0,0.0,0.0,0.0,0,46,0.872928,-2.3333499,2.5901301,0.748928,1.88366,0.0029591,1.25e-05,19,12,63.9768982,-9999.0,0.0,0.0,0.0,0.0,0.1,0.330588,0.774895,0.7526,0.384273,0.352664,18.5564995,0.58569,2,180,1436,39.1533012
10937,12846.3297811,960.79396237,0.0,0.0,0.0,0.0,1,3,0.773826,-2.9044199,1.2745,0.875763,1.33244,0.0024334,2.2e-06,17,27,71.4347992,-9999.0,0.0,0.0,0.0,0.0,0.1,0.326847,0.708702,0.400501,0.200266,0.389927,21.6424007,0.432901,2,180,1587,41.8866005
10938,12926.9355486,898.89528433,0.0,0.0,0.0,0.0,1,2,0.757407,-2.90645,1.27244,0.875711,1.3117501,0.0024391,2.2e-06,20,27,71.4459991,-9999.0,0.0,0.0,0.0,0.0,0.1,0.303063,0.708062,0.400251,0.200133,0.391325,21.6348991,0.445634,2,185,1593,41.656601
10939,13011.846007,904.37847511,0.0,0.0,0.0,0.0,1,1,0.757407,-2.90645,1.27244,0.877519,1.33244,0.0024666,2.1e-06,22,27,71.4568024,-9999.0,0.0,0.0,0.0,0.0,0.1,0.303063,0.707421,0.4,0.2,0.389927,21.6275997,0.458366,2,181,1598,41.6921005
10940,13100.9774576,976.10866214,0.0,0.0,0.0,0.0,1,2,0.757407,-2.90645,1.27244,0.878276,1.35218,0.0024674,2e-06,24,27,71.4669037,-9999.0,0.0,0.0,0.0,0.0,0.1,0.278003,0.706779,0.4,0.2,0.388592,21.6205006,0.471099,2,179,1598,41.5480003
11944,12531.5316944,882.8248525499998,0.0,0.0,0.0,0.0,0,4,0.773826,-2.9044199,1.2745,0.876568,1.3117501,0.0024485,2.2e-06,15,27,71.4332962,-9999.0,0.0,0.0,0.0,0.0,0.1,0.324784,0.709714,0.401002,0.200531,0.391325,21.6396999,0.483831,2,179,1587,37.4281006
11945,12609.1934889,734.34829225,0.0,0.0,0.0,0.0,0,4,0.773826,-2.9044199,1.2745,0.876168,1.33244,0.0024003,2.2e-06,18,27,71.4447021,-9999.0,0.0,0.0,0.0,0.0,0.1,0.324784,0.709075,0.401252,0.200664,0.389927,21.6324005,0.445634,2,181,1587,37.4636993
11946,12691.3054598,651.27191587,0.0,0.0,0.0,0.0,1,3,0.757407,-2.90645,1.27244,0.876331,1.33244,0.0024193,2.2e-06,20,27,71.4555969,-9999.0,0.0,0.0,0.0,0.0,0.1,0.302913,0.708435,0.400501,0.200266,0.389927,21.6250992,0.458366,2,184,1592,41.6910019
11947,12777.7818148,658.8192487,0.0,0.0,0.0,0.0,1,2,0.757407,-2.90645,1.27244,0.877365,1.3117501,0.002454,2.1e-06,23,27,71.4661026,-9999.0,0.0,0.0,0.0,0.0,0.1,0.302913,0.707794,0.400251,0.200133,0.391325,21.6179008,0.458366,2,180,1598,41.6554985
11948,12868.5345685,754.27481499,0.0,0.0,0.0,0.0,1,1,0.757407,-2.90645,1.27244,0.881822,1.33244,0.0024566,2e-06,25,27,71.4757996,-9999.0,0.0,0.0,0.0,0.0,0.1,0.279285,0.707152,0.4,0.2,0.389927,21.6110001,0.458366,2,179,1598,41.5233002
11949,12963.4739084,910.39452469,0.0,0.0,0.0,0.0,1,2,0.757407,-2.90645,1.27244,0.879341,1.33244,0.0024008,2e-06,26,28,71.4841003,-9999.0,0.0,0.0,0.0,0.0,0.1,0.252616,0.70651,0.400251,0.200133,0.389927,21.6047001,0.471099,2,179,1597,41.3314018
12950,12218.8536439,941.08150679,0.0,0.0,0.0,0.0,1,2,0.773826,-2.9047301,1.27354,0.877892,1.29003,0.0025574,2.3e-06,13,27,71.4322968,-9999.0,0.0,0.0,0.0,0.0,0.1,0.346808,0.710723,0.400251,0.200133,0.392794,21.6368008,0.509296,2,178,1587,41.9567986
12951,12293.4071032,721.47217305,0.0,0.0,0.0,0.0,0,3,0.773826,-2.9047301,1.27354,0.876798,1.3117501,0.0024287,2.3e-06,15,27,71.4434967,-9999.0,0.0,0.0,0.0,0.0,0.1,0.324784,0.710086,0.401002,0.200531,0.391325,21.6296997,0.496563,2,180,1587,37.4317017
12952,12372.5636809,529.53733632,0.0,0.0,0.0,0.0,0,4,0.773826,-2.9047301,1.27354,0.876417,1.33244,0.0023936,2.2e-06,18,27,71.4544983,-9999.0,0.0,0.0,0.0,0.0,0.1,0.324784,0.709447,0.401252,0.200664,0.389927,21.6226006,0.471099,2,182,1588,37.4673004
12953,12456.235622,406.56793358,0.0,0.0,0.0,0.0,1,3,0.757407,-2.9135699,1.26454,0.876514,1.33244,0.0024189,2.2e-06,21,27,71.4652023,-9999.0,0.0,0.0,0.0,0.0,0.1,0.302913,0.708808,0.400501,0.200266,0.389927,21.6154995,0.471099,2,184,1596,41.6950989
12954,12544.3325731,418.5512856,0.0,0.0,0.0,0.0,1,2,0.757407,-2.9135699,1.26454,0.877051,1.33244,0.0024554,2.1e-06,23,27,71.4753036,-9999.0,0.0,0.0,0.0,0.0,0.1,0.302913,0.708167,0.400251,0.200133,0.389927,21.6084995,0.458366,2,180,1599,41.6950989
12955,12636.7619879,556.84187409,0.0,0.0,0.0,0.0,1,2,0.757407,-2.9135699,1.26454,0.878828,1.3117501,0.0024569,2.1e-06,25,28,71.4847031,-9999.0,0.0,0.0,0.0,0.0,0.1,0.279285,0.707526,0.4,0.2,0.391325,21.6016998,0.458366,2,179,1598,41.4917984
12956,12733.4295212,754.9573278,0.0,0.0,0.0,0.0,1,1,0.757407,-2.9135699,1.26454,0.882783,1.33244,0.0023987,2e-06,26,28,71.4926987,-9999.0,0.0,0.0,0.0,0.0,0.1,0.252616,0.706884,0.4,0.2,0.389927,21.5955009,0.458366,2,179,1597,41.3353996
12957,12834.2394089,977.16337471,0.0,0.0,0.0,0.0,1,2,0.757407,-2.90113,1.2773499,0.879297,1.33244,0.0022832,1.9e-06,27,28,71.4990005,-9999.0,0.0,0.0,0.0,0.0,0.1,0.252616,0.70624,0.400251,0.200133,0.389927,21.5900002,0.471099,2,179,1597,41.3317986
12978,15739.1121638,1018.71858429,0.0,0.0,0.0,0.0,0,12,0.710966,-2.72716,1.46121,0.850035,1.35218,0.0059898,1.8e-06,3,30,71.490097,-9999.0,0.0,0.0,0.0,0.0,0.1,0.685604,0.692505,0.425291,0.213376,0.388592,21.4787998,0.63662,2,180,1616,39.3624001
12979,15907.4550302,921.7668073,0.0,0.0,0.0,0.0,0,13,0.710966,-2.72716,1.46121,0.848426,1.35218,0.0073824,2e-06,2,30,71.4801025,-9999.0,0.0,0.0,0.0,0.0,0.1,0.763578,0.69184,0.430217,0.215977,0.388592,21.4745998,0.649352,2,180,1619,39.8872986
12980,16077.9227318,886.85993263,0.0,0.0,0.0,0.0,0,14,0.710966,-2.72716,1.46121,0.846881,1.35218,0.0086203,2.2e-06,2,29,71.4692001,-9999.0,0.0,0.0,0.0,0.0,0.1,0.827813,0.691174,0.435549,0.21879,0.388592,21.4703007,0.662085,2,182,1622,40.3189011
12981,16250.4484,921.07927626,0.0,0.0,0.0,0.0,0,13,0.710966,-2.6738901,1.51633,0.845279,1.35218,0.009567,2.3e-06,1,29,71.4567032,-9999.0,0.0,0.0,0.0,0.0,0.1,0.827813,0.690507,0.430217,0.215977,0.388592,21.4664001,0.58569,2,182,1626,40.5312004
12982,16424.9671852,1017.47409118,0.0,0.0,0.0,0.0,0,12,0.710966,-2.6738901,1.51633,0.843725,1.37107,0.0101343,2.5e-06,1,28,71.4432983,-9999.0,0.0,0.0,0.0,0.0,0.1,0.866706,0.689839,0.425291,0.213376,0.387316,21.4624996,0.623887,2,183,1631,40.8247986
13957,11979.7310474,867.05062058,0.0,0.0,0.0,0.0,1,3,0.773826,-2.9047301,1.27354,0.877717,1.29003,0.0025524,2.3e-06,13,27,71.4431,-9999.0,0.0,0.0,0.0,0.0,0.1,0.345408,0.711094,0.400251,0.200133,0.392794,21.6266003,0.496563,2,176,1587,41.9469986
13958,12055.7633438,621.82350607,0.0,0.0,0.0,0.0,0,4,0.773826,-2.9047301,1.27354,0.87686,1.3117501,0.0024424,2.3e-06,16,27,71.4542999,-9999.0,0.0,0.0,0.0,0.0,0.1,0.324788,0.710457,0.401002,0.200531,0.391325,21.6196003,0.509296,2,180,1587,37.4318008
13959,12136.4699825,382.82132486,0.0,0.0,0.0,0.0,0,3,0.773826,-2.9047301,1.27354,0.876535,1.3117501,0.0024132,2.2e-06,18,27,71.4649963,-9999.0,0.0,0.0,0.0,0.0,0.1,0.324788,0.709819,0.401002,0.200531,0.391325,21.6126995,0.483831,2,183,1590,37.4318008
13960,12221.7583624,177.31288964,0.0,0.0,0.0,0.0,1,2,0.757407,-2.9135699,1.26454,0.87666,1.33244,0.0024373,2.2e-06,21,27,71.4753036,-9999.0,0.0,0.0,0.0,0.0,0.1,0.304217,0.70918,0.400251,0.200133,0.389927,21.6056995,0.471099,2,183,1596,41.7042999
13961,12311.5332637,203.29179741,0.0,0.0,0.0,0.0,1,1,0.757407,-2.9135699,1.26454,0.875091,1.33244,0.0024697,2.1e-06,23,27,71.4850998,-9999.0,0.0,0.0,0.0,0.0,0.1,0.304217,0.70854,0.4,0.2,0.389927,21.5988007,0.471099,2,181,1599,41.7042999
13962,12405.6972853,419.78000066,0.0,0.0,0.0,0.0,1,2,0.757407,-2.9135699,1.26454,0.878495,1.3117501,0.0024669,2.1e-06,25,28,71.4942017,-9999.0,0.0,0.0,0.0,0.0,0.1,0.281576,0.707899,0.400251,0.200133,0.391325,21.5921993,0.458366,2,179,1599,41.5080986
13963,12504.1512694,660.38090752,0.0,0.0,0.0,0.0,1,1,0.757407,-2.9135699,1.26454,0.879862,1.33244,0.0024062,2e-06,27,28,71.5018005,-9999.0,0.0,0.0,0.0,0.0,0.1,0.255507,0.707257,0.4,0.2,0.389927,21.5862007,0.458366,2,179,1598,41.3563995
13964,12606.7947077,906.08533653,0.0,0.0,0.0,0.0,1,2,0.757407,-2.90113,1.2773499,0.88025,1.33244,0.0022913,1.9e-06,27,28,71.5077972,-9999.0,0.0,0.0,0.0,0.0,0.1,0.255507,0.706614,0.4,0.2,0.389927,21.5809002,0.471099,2,180,1598,41.3527985
13984,15386.0569824,984.88148888,0.0,0.0,0.0,0.0,0,11,0.710966,-2.72716,1.46121,0.851514,1.3117501,0.0047362,1.7e-06,3,30,71.5010986,-9999.0,0.0,0.0,0.0,0.0,0.1,0.68467,0.693552,0.420068,0.210618,0.391325,21.4759007,0.611155,2,180,1617,39.2867012
13985,15554.2027536,810.46779096,0.0,0.0,0.0,0.0,0,12,0.710966,-2.72716,1.46121,0.849884,1.33244,0.0061713,1.9e-06,2,30,71.4922028,-9999.0,0.0,0.0,0.0,0.0,0.1,0.68467,0.692888,0.424346,0.212878,0.389927,21.4715996,0.63662,2,180,1619,39.3222008
13986,15724.5253389,684.63459835,0.0,0.0,0.0,0.0,0,13,0.710966,-2.72716,1.46121,0.848246,1.35218,0.0076094,2e-06,2,30,71.4820023,-9999.0,0.0,0.0,0.0,0.0,0.1,0.768222,0.692223,0.428347,0.21499,0.388592,21.4675007,0.662085,2,181,1622,39.918499
13987,15896.9547702,636.86028791,0.0,0.0,0.0,0.0,0,14,0.710966,-2.72716,1.46121,0.846633,1.35218,0.0088865,2.2e-06,2,29,71.4709015,-9999.0,0.0,0.0,0.0,0.0,0.1,0.837365,0.691558,0.432775,0.217327,0.388592,21.4633007,0.662085,2,180,1625,40.3830986
13988,16071.4232351,683.70865095,0.0,0.0,0.0,0.0,0,13,0.710966,-2.6738901,1.51633,0.845022,1.35218,0.0098518,2.4e-06,1,28,71.4582977,-9999.0,0.0,0.0,0.0,0.0,0.1,0.837365,0.690891,0.431382,0.216592,0.388592,21.4594994,0.611155,2,181,1627,40.5954018
13989,16247.8650485,808.9029685,0.0,0.0,0.0,0.0,0,12,0.710966,-2.6738901,1.51633,0.843424,1.3891701,0.0104003,2.5e-06,1,28,71.4447021,-9999.0,0.0,0.0,0.0,0.0,0.1,0.878646,0.690223,0.426469,0.213998,0.386092,21.4556007,0.598423,2,183,1631,40.9360008
13990,16426.2166206,982.94989979,0.0,0.0,0.0,0.0,0,11,0.710966,-2.6738901,1.51633,0.841826,1.3891701,0.0104961,2.6e-06,1,28,71.4294968,-9999.0,0.0,0.0,0.0,0.0,0.1,0.887427,0.689555,0.421975,0.211625,0.386092,21.4521008,0.598423,2,184,1640,40.9948997
14962,11741.061603,861.92758098,0.0,0.0,0.0,0.0,1,2,0.773826,-2.9047301,1.27354,0.877881,1.29003,0.0025829,2.3e-06,13,27,71.4541016,-9999.0,0.0,0.0,0.0,0.0,0.1,0.34744,0.711465,0.400251,0.200133,0.392794,21.6165009,0.496563,2,177,1587,41.9612007
14963,11818.6294214,614.65994576,0.0,0.0,0.0,0.0,1,3,0.773826,-2.9047301,1.27354,0.876869,1.3117501,0.0024867,2.3e-06,16,27,71.4649963,-9999.0,0.0,0.0,0.0,0.0,0.1,0.327547,0.710828,0.400501,0.200266,0.391325,21.6096992,0.509296,2,180,1587,41.8596001
14964,11900.9443,371.07215334,0.0,0.0,0.0,0.0,0,3,0.773826,-2.9047301,1.27354,0.87652,1.3117501,0.0024569,2.3e-06,18,27,71.4753036,-9999.0,0.0,0.0,0.0,0.0,0.1,0.327547,0.710191,0.401002,0.200531,0.391325,21.6028996,0.483831,2,184,1590,37.4510994
14965,11987.9084525,150.27387347,0.0,0.0,0.0,0.0,1,2,0.757407,-2.9135699,1.26454,0.876888,1.33244,0.0024726,2.2e-06,21,27,71.4853973,-9999.0,0.0,0.0,0.0,0.0,0.1,0.307469,0.709552,0.400251,0.200133,0.389927,21.5960999,0.483831,2,183,1595,41.7271996
14966,12079.4214638,180.19414838,0.0,0.0,0.0,0.0,1,1,0.757407,-2.9135699,1.26454,0.878724,1.3117501,0.0024948,2.2e-06,23,27,71.4949036,-9999.0,0.0,0.0,0.0,0.0,0.1,0.307469,0.708912,0.4,0.2,0.391325,21.5893002,0.471099,2,181,1600,41.6917
14967,12175.3807634,409.09366308,0.0,0.0,0.0,0.0,1,1,0.757407,-2.9135699,1.26454,0.880068,1.3117501,0.0024847,2.1e-06,25,28,71.5036011,-9999.0,0.0,0.0,0.0,0.0,0.1,0.285318,0.708272,0.4,0.2,0.391325,21.5828991,0.471099,2,179,1600,41.5348015
14968,12275.6820815,653.64005327,0.0,0.0,0.0,0.0,1,2,0.757407,-2.9135699,1.26454,0.879674,1.3117501,0.002422,2e-06,27,28,71.5109024,-9999.0,0.0,0.0,0.0,0.0,0.1,0.259532,0.70763,0.400251,0.200133,0.391325,21.5769997,0.458366,2,179,1599,41.3499985
14969,12380.2198849,901.18422828,0.0,0.0,0.0,0.0,1,1,0.757407,-2.90113,1.2773499,0.885029,1.33244,0.0023101,1.9e-06,27,28,71.5166016,-9999.0,0.0,0.0,0.0,0.0,0.1,0.259532,0.706988,0.4,0.2,0.389927,21.5718002,0.471099,2,180,1598,41.3819008
14989,15200.9644781,845.02191294,0.0,0.0,0.0,0.0,0,10,0.710966,-2.72716,1.46121,0.851257,1.3117501,0.0049043,1.7e-06,3,30,71.5028992,-9999.0,0.0,0.0,0.0,0.0,0.1,0.690957,0.693934,0.418152,0.209606,0.391325,21.4687996,0.623887,2,181,1619,39.3291016
14990,15371.1351207,633.18917111,0.0,0.0,0.0,0.0,0,11,0.710966,-2.72716,1.46121,0.849626,1.3117501,0.0063713,1.9e-06,2,30,71.4937973,-9999.0,0.0,0.0,0.0,0.0,0.1,0.690957,0.693271,0.421737,0.211499,0.391325,21.4645996,0.649352,2,180,1621,39.3291016
14991,15543.4638588,461.29710542,0.0,0.0,0.0,0.0,0,12,0.710966,-2.72716,1.46121,0.847967,1.35218,0.0078387,2.1e-06,2,29,71.4833984,-9999.0,0.0,0.0,0.0,0.0,0.1,0.778007,0.692606,0.425762,0.213625,0.388592,21.4605007,0.662085,2,180,1624,39.9842987
14992,15717.8797095,386.86110238,0.0,0.0,0.0,0.0,0,13,0.710966,-2.72716,1.46121,0.846298,1.35218,0.0091337,2.3e-06,2,29,71.4721985,-9999.0,0.0,0.0,0.0,0.0,0.1,0.849192,0.691941,0.430217,0.215977,0.388592,21.4564991,0.674817,2,180,1626,40.4625015
14993,15894.3139643,459.92173856,0.0,0.0,0.0,0.0,0,13,0.710966,-2.6738901,1.51633,0.84464,1.35218,0.0100927,2.4e-06,1,28,71.4592972,-9999.0,0.0,0.0,0.0,0.0,0.1,0.849192,0.691275,0.433007,0.217449,0.388592,21.4526997,0.611155,2,180,1628,40.6748009
14994,16072.7001537,631.18499559,0.0,0.0,0.0,0.0,0,12,0.710966,-2.6738901,1.51633,0.843041,1.37107,0.0105988,2.6e-06,1,28,71.4455032,-9999.0,0.0,0.0,0.0,0.0,0.1,0.890369,0.690607,0.428113,0.214866,0.387316,21.4489994,0.611155,2,183,1633,40.9836006
14995,16252.9740067,842.7698331799999,0.0,0.0,0.0,0.0,0,11,0.710966,-2.6738901,1.51633,0.841363,1.3891701,0.0106121,2.7e-06,1,28,71.4301987,-9999.0,0.0,0.0,0.0,0.0,0.1,0.897197,0.689939,0.423636,0.212503,0.386092,21.4454994,0.58569,2,184,1640,41.0603981
15966,11502.8735177,926.8557229,0.0,0.0,0.0,0.0,1,1,0.773826,-2.9047301,1.27354,0.879857,1.29003,0.0026408,2.3e-06,13,27,71.464798,-9999.0,0.0,0.0,0.0,0.0,0.1,0.34744,0.711836,0.4,0.2,0.392794,21.6067009,0.522028,2,175,1587,41.9612007
15967,11582.0366515,702.81521408,0.0,0.0,0.0,0.0,1,2,0.773826,-2.9047301,1.27354,0.876693,1.3117501,0.0025553,2.3e-06,16,27,71.4754028,-9999.0,0.0,0.0,0.0,0.0,0.1,0.327547,0.711199,0.400251,0.200133,0.391325,21.6000004,0.471099,2,180,1587,41.8596001
15968,11666.0210368,503.82230916,0.0,0.0,0.0,0.0,0,3,0.773826,-2.9047301,1.27354,0.87624,1.3117501,0.0025208,2.3e-06,18,27,71.4854965,-9999.0,0.0,0.0,0.0,0.0,0.1,0.327547,0.710562,0.401002,0.200531,0.391325,21.593399,0.471099,2,182,1588,37.4510994
15969,11754.7233342,372.45753216,0.0,0.0,0.0,0.0,1,3,0.757407,-2.9135699,1.26454,0.876645,1.3117501,0.002523,2.3e-06,21,27,71.4951019,-9999.0,0.0,0.0,0.0,0.0,0.1,0.307469,0.709924,0.400501,0.200266,0.391325,21.5867996,0.483831,2,183,1596,41.6917
15970,11848.03758,385.50266838,0.0,0.0,0.0,0.0,1,2,0.757407,-2.9135699,1.26454,0.877982,1.3117501,0.0025304,2.2e-06,23,28,71.504303,-9999.0,0.0,0.0,0.0,0.0,0.1,0.307469,0.709284,0.400251,0.200133,0.391325,21.5802002,0.471099,2,181,1601,41.6917
15971,11945.8556968,532.44718178,0.0,0.0,0.0,0.0,1,1,0.757407,-2.9135699,1.26454,0.882661,1.3117501,0.0025103,2.1e-06,25,28,71.5127029,-9999.0,0.0,0.0,0.0,0.0,0.1,0.285318,0.708644,0.4,0.2,0.391325,21.5739002,0.471099,2,179,1601,41.5348015
15972,12048.0679847,737.1483537599998,0.0,0.0,0.0,0.0,1,2,0.757407,-2.9135699,1.26454,0.879959,1.3117501,0.0024453,2.1e-06,26,28,71.5196991,-9999.0,0.0,0.0,0.0,0.0,0.1,0.259532,0.708003,0.400251,0.200133,0.391325,21.5681,0.471099,2,179,1600,41.3499985
15973,12154.5635872,963.47049229,0.0,0.0,0.0,0.0,1,2,0.757407,-2.90113,1.2773499,0.880471,1.3117501,0.0023381,2e-06,27,28,71.5252991,-9999.0,0.0,0.0,0.0,0.0,0.1,0.259532,0.707361,0.4,0.2,0.391325,21.5629997,0.471099,2,180,1600,41.3464012
15992,14847.7412029,1010.57707598,0.0,0.0,0.0,0.0,0,9,0.722646,-2.7746699,1.41141,0.85264,1.29003,0.003752,1.7e-06,5,30,71.5122986,-9999.0,0.0,0.0,0.0,0.0,0.1,0.598534,0.694977,0.412839,0.206796,0.392794,21.4661999,0.623887,2,181,1618,38.7141991
15993,15017.7525836,763.63114104,0.0,0.0,0.0,0.0,0,10,0.710966,-2.72716,1.46121,0.850984,1.29003,0.0050864,1.8e-06,3,30,71.5042038,-9999.0,0.0,0.0,0.0,0.0,0.1,0.690957,0.694315,0.415987,0.208461,0.392794,21.4619007,0.623887,2,181,1622,39.2918015
15994,15189.9758556,519.61429217,0.0,0.0,0.0,0.0,0,11,0.710966,-2.72716,1.46121,0.84922,1.3117501,0.0065592,2e-06,2,29,71.4950027,-9999.0,0.0,0.0,0.0,0.0,0.1,0.690957,0.693653,0.41959,0.210365,0.391325,21.4577999,0.649352,2,180,1625,39.3291016
15995,15364.3366381,286.12148764,0.0,0.0,0.0,0.0,0,11,0.710966,-2.72716,1.46121,0.847484,1.3117501,0.0080233,2.2e-06,2,29,71.4844971,-9999.0,0.0,0.0,0.0,0.0,0.1,0.778007,0.692989,0.423636,0.212503,0.391325,21.4538002,0.662085,2,180,1627,39.9149017
15996,15540.7629852,136.86489232,0.0,0.0,0.0,0.0,0,12,0.710966,-2.72716,1.46121,0.845793,1.35218,0.0093025,2.3e-06,2,28,71.4729996,-9999.0,0.0,0.0,0.0,0.0,0.1,0.849192,0.692324,0.428113,0.214866,0.388592,21.4498997,0.649352,2,180,1629,40.4625015
15997,15719.1853477,283.89873514,0.0,0.0,0.0,0.0,0,13,0.710966,-2.6738901,1.51633,0.844171,1.37107,0.010229,2.5e-06,1,28,71.4599991,-9999.0,0.0,0.0,0.0,0.0,0.1,0.849192,0.691658,0.432775,0.217327,0.387316,21.4461994,0.598423,2,179,1632,40.7071991
15998,15899.5365287,517.17017013,0.0,0.0,0.0,0.0,0,13,0.710966,-2.6738901,1.51633,0.842468,1.37107,0.0106819,2.6e-06,1,28,71.4459991,-9999.0,0.0,0.0,0.0,0.0,0.1,0.890369,0.690991,0.428113,0.214866,0.387316,21.4424992,0.598423,2,184,1635,40.9836006
